Year,Month,Day,Tmax(¡C),Tmin(¡C),PrecTotal (mm),Tavg
1996,5,22,12.3756752,-4.690761566,0.34097141,3.842456818
1996,5,23,11.86862564,-4.020107269,5.545877934,3.924259186
1996,5,24,5.758213043,-6.600551605,0,-0.421169281
1996,5,25,10.3096962,-4.121486664,0.047089398,3.094104767
1996,5,26,13.66592789,2.920139074,0,8.293033481
1996,5,27,13.62787247,1.52515018,5.433567047,7.576511323
1996,5,28,11.92563248,0.470737308,0.359205306,6.198184893
1996,5,29,10.63943863,1.682742953,9.380246162,6.161090791
1996,5,30,8.710758209,-1.696254849,0.667818308,3.50725168
1996,5,31,9.87808609,-0.85589236,0,4.511096865
1996,6,1,8.610141754,-1.492305875,0,3.55891794
1996,6,2,7.155490875,0.882144749,2.441254616,4.018817812
1996,6,3,6.640872955,0.823550999,2.239635944,3.732211977
1996,6,4,8.149845123,-2.257930994,0.025771674,2.945957065
1996,6,5,8.831760406,-3.234951258,0,2.798404574
1996,6,6,10.93271255,-1.776424527,0.01375287,4.578144014
1996,6,7,12.64542007,-0.430355221,0.017285701,6.107532427
1996,6,8,16.32764053,3.091220617,0,9.709430575
1996,6,9,13.52603531,7.653995514,10.50270748,10.59001541
1996,6,10,14.10516739,-0.535824001,0,6.784671694
1996,6,11,16.7912941,5.972812653,0.402752697,11.38205338
1996,6,12,14.64850235,5.589084625,0.182475165,10.11879349
1996,6,13,13.51492691,1.951328158,0,7.733127534
1996,6,14,13.48947525,2.374149084,0,7.931812167
1996,6,15,11.45141983,-0.462673336,0,5.494373247
1996,6,16,13.35065079,-2.214840174,0,5.567905307
1996,6,17,14.39502335,0.208133548,0,7.301578447
1996,6,18,15.87262344,0.504062474,0,8.188342959
1996,6,19,13.88949966,2.210727453,0,8.050113559
1996,6,20,15.78311539,-3.21715951,0,6.282977939
1996,6,21,21.09625626,10.62915421,0.376468897,15.86270523
1996,6,22,17.13479996,4.752689362,9.250257492,10.94374466
1996,6,23,11.31030655,0.575778782,0.345427096,5.943042666
1996,6,24,15.05203629,-0.274044186,0,7.38899605
1996,6,25,13.92084122,7.909732819,6.986520767,10.91528702
1996,6,26,12.54156876,3.06283927,0.317814887,7.802204013
1996,6,27,12.72839737,6.267032623,0.579583704,9.497714996
1996,6,28,13.14493179,-0.208858639,0,6.468036577
1996,6,29,15.23773575,5.671909332,0.294102997,10.45482254
1996,6,30,16.29803848,3.653262854,0,9.975650668
1996,7,1,16.1216774,7.945926666,8.320822716,12.03380203
1996,7,2,16.01181412,9.241855621,3.572332859,12.62683487
1996,7,3,15.93448257,7.852939606,0.188989386,11.89371109
1996,7,4,13.45505142,0.390109867,0.285749257,6.922580644
1996,7,5,14.62860489,6.320011139,2.261948109,10.47430801
1996,7,6,14.46948624,4.484867096,0.616702676,9.477176666
1996,7,7,13.57703018,6.402072906,3.369292736,9.989551544
1996,7,8,11.99481583,2.026187658,0,7.010501742
1996,7,9,13.90121841,0.207156986,0.019885017,7.0541877
1996,7,10,14.43246841,2.1927526,0,8.312610507
1996,7,11,15.32666397,1.491977572,0,8.409320772
1996,7,12,16.50113297,3.092380285,0,9.796756625
1996,7,13,16.01581192,5.491397858,0.192565441,10.75360489
1996,7,14,17.6801796,5.474094391,0.115672879,11.57713699
1996,7,15,19.85895157,5.714817047,0,12.78688431
1996,7,16,20.08459854,9.467594147,0,14.77609634
1996,7,17,16.9904213,4.610904694,0,10.80066299
1996,7,18,18.10705948,2.427554846,1.162452817,10.26730716
1996,7,19,17.30179214,4.074039459,0.132069126,10.6879158
1996,7,20,19.40494156,9.427951813,4.389708996,14.41644669
1996,7,21,16.81958389,4.638126373,13.45364285,10.72885513
1996,7,22,15.84857559,4.079105377,0,9.963840485
1996,7,23,18.38385391,1.014194369,0,9.699024141
1996,7,24,18.75558853,9.115726471,1.454916835,13.9356575
1996,7,25,15.93664932,3.457309484,1.247200966,9.696979403
1996,7,26,20.02911758,3.295230627,0.760066748,11.66217411
1996,7,27,18.44675064,0.326236576,10.69226456,9.386493608
1996,7,28,17.05713272,3.100497961,0,10.07881534
1996,7,29,15.87451553,7.654514313,6.955785751,11.76451492
1996,7,30,13.36276627,2.287204504,0,7.824985385
1996,7,31,15.68918228,4.571323395,2.263734818,10.13025284
1996,8,1,15.3741188,6.335697174,15.17741966,10.85490799
1996,8,2,14.86877823,5.08234024,2.469015598,9.975559235
1996,8,3,14.4051857,7.82339859,5.141154766,11.11429214
1996,8,4,12.75809097,2.575320959,0,7.666705966
1996,8,5,13.3255043,2.775913,0,8.050708652
1996,8,6,18.413517,3.648502111,4.556276321,11.03100955
1996,8,7,19.72522354,9.689151764,2.949981451,14.70718765
1996,8,8,17.76626968,4.906284332,20.81176567,11.33627701
1996,8,9,11.9003334,6.079959869,1.310718536,8.990146637
1996,8,10,15.56598282,4.515628815,0.267433226,10.04080582
1996,8,11,16.61563492,9.876804352,1.541754842,13.24621964
1996,8,12,15.52276993,8.073642731,4.624081612,11.79820633
1996,8,13,12.2114296,6.012271881,0.249424815,9.111850739
1996,8,14,17.7557106,4.394565582,1.791710973,11.07513809
1996,8,15,20.20862198,10.06183243,4.743040085,15.1352272
1996,8,16,19.9530983,9.338809967,0.525156021,14.64595413
1996,8,17,23.42999649,7.961490631,0.03996893,15.69574356
1996,8,18,20.11575699,1.900424838,5.830249786,11.00809091
1996,8,19,15.28790665,5.12530899,0,10.20660782
1996,8,20,15.04291153,6.875553131,0.022245178,10.95923233
1996,8,21,15.1770668,6.454746246,0,10.81590652
1996,8,22,14.97806168,5.841678619,0.446503878,10.40987015
1996,8,23,13.36743546,8.753025055,4.859941483,11.06023026
1996,8,24,12.48474503,6.98633194,2.314003706,9.735538483
1996,8,25,13.51593399,6.85766983,0,10.18680191
1996,8,26,15.55139542,4.830295563,0,10.19084549
1996,8,27,15.52460098,6.782016754,4.587884426,11.15330887
1996,8,28,11.95712662,5.101444244,0.161705106,8.529285431
1996,8,29,15.22702408,5.676548004,0.037446842,10.45178604
1996,8,30,17.84759903,8.608585358,0.729870439,13.22809219
1996,8,31,18.07361221,6.936161041,4.997834682,12.50488663
1996,9,1,11.20074844,6.24023819,3.528743267,8.720493317
1996,9,2,10.85446548,5.443302155,3.135654449,8.14888382
1996,9,3,14.45938492,6.684513092,0,10.57194901
1996,9,4,17.26596451,9.688083649,3.614818811,13.47702408
1996,9,5,15.73254776,10.6254921,2.493263721,13.17901993
1996,9,6,14.07852554,6.663059235,0.119032115,10.37079239
1996,9,7,10.34674454,3.8333776,0.901071429,7.090061069
1996,9,8,8.175022125,3.215060949,2.012920141,5.695041537
1996,9,9,8.340763092,4.649662018,5.055446148,6.495212555
1996,9,10,7.292575836,1.910007358,2.771365166,4.601291597
1996,9,11,7.693637848,1.686069369,1.59444952,4.689853609
1996,9,12,6.687473297,3.20938468,5.244235039,4.948428988
1996,9,13,6.984409332,2.868747473,5.271541595,4.926578403
1996,9,14,8.95141983,2.697482824,0,5.824451327
1996,9,15,6.641330719,3.210178137,1.411581993,4.925754428
1996,9,16,6.618320465,3.000552893,1.745681405,4.809436679
1996,9,17,11.33581924,2.819247961,0,7.077533603
1996,9,18,11.60062027,3.555667639,0,7.578143954
1996,9,19,12.09808731,3.226413488,0,7.6622504
1996,9,20,9.839115143,2.458408117,12.87811279,6.14876163
1996,9,21,6.440372467,-0.136989743,0,3.151691362
1996,9,22,7.543094635,-1.366420865,0.22619985,3.088336885
1996,9,23,8.493503571,4.756626129,3.516343832,6.62506485
1996,9,24,8.352481842,3.56799674,0.142963484,5.960239291
1996,9,25,6.407596588,1.463107944,2.882273912,3.935352266
1996,9,26,5.084659576,0.369937748,3.461257935,2.727298662
1996,9,27,7.709049225,1.540439487,0.03901609,4.624744356
1996,9,28,7.605503082,1.34747684,5.034321308,4.476489961
1996,9,29,5.21969986,0.220554203,0.570640504,2.720127031
1996,9,30,7.622745514,0.26254639,0,3.942645952
1996,10,1,5.535953522,-0.13097778,0.409661889,2.702487871
1996,10,2,2.911807775,-1.839992642,0.161447644,0.535907567
1996,10,3,5.630466461,-0.689022243,1.111225486,2.470722109
1996,10,4,5.488986969,0.480014652,0,2.984500811
1996,10,5,3.714359045,-1.023922086,0.115318015,1.34521848
1996,10,6,4.55273819,-0.350399166,0.132320523,2.101169512
1996,10,7,8.197116852,-2.29931283,0,2.948902011
1996,10,8,6.852573395,2.096591711,7.983294487,4.474582553
1996,10,9,4.049686432,0.808231175,2.477127552,2.428958803
1996,10,10,2.677432775,0.148929447,2.689962149,1.413181111
1996,10,11,2.270663977,-1.117092252,0.937639296,0.576785862
1996,10,12,3.07077384,-2.002620935,3.404061317,0.534076452
1996,10,13,2.553592443,-0.509761989,4.442780972,1.021915227
1996,10,14,1.789493442,-1.350216031,3.880367756,0.219638705
1996,10,15,1.569278598,-2.035885096,1.664255857,-0.233303249
1996,10,16,2.992435217,-2.800869226,0,0.095782995
1996,10,17,3.508029699,-2.384884119,0,0.56157279
1996,10,18,3.578342199,-1.365261197,0,1.106540501
1996,10,19,3.802463293,-0.371944577,2.13299942,1.715259358
1996,10,20,3.362277746,-1.957729459,0,0.702274144
1996,10,21,5.872867584,-1.546383023,8.255850792,2.16324228
1996,10,22,6.765262604,-0.302486569,5.047032356,3.231388018
1996,10,23,2.853793859,0.805454075,2.722186327,1.829623967
1996,10,24,2.051395178,-0.42217651,0.98343575,0.814609334
1996,10,25,0.907443821,-2.654567957,0,-0.873562068
1996,10,26,3.482700109,-3.893429041,0,-0.205364466
1996,10,27,4.842960358,-1.484035611,4.425156593,1.679462373
1996,10,28,1.770328403,-2.606411219,1.13254106,-0.418041408
1996,10,29,0.467349857,-2.781978846,0.5671556,-1.157314494
1996,10,30,1.209506869,-3.354397058,0,-1.072445095
1996,10,31,1.947360873,-2.327266932,0.587989032,-0.189953029
1996,11,1,3.106204748,-0.672878444,5.353619099,1.216663152
1996,11,2,1.096897006,-1.030696988,1.432339668,0.033100009
1996,11,3,1.849857211,-2.110470057,1.734987736,-0.130306423
1996,11,4,3.738467932,-0.732509792,10.39384651,1.50297907
1996,11,5,2.318301916,-4.773647308,0.636485517,-1.227672696
1996,11,6,-1.91991818,-4.670253754,0.439193547,-3.295085967
1996,11,7,-2.300625086,-6.445705414,0,-4.37316525
1996,11,8,-0.958126247,-7.300411224,0,-4.129268736
1996,11,9,0.175784916,-2.902279139,1.136539221,-1.363247111
1996,11,10,2.856845617,-3.930752039,2.332836628,-0.536953211
1996,11,11,3.660922766,-1.68566525,14.66164398,0.987628758
1996,11,12,0.82895261,-2.728939295,1.732877612,-0.949993342
1996,11,13,2.121310949,-4.183437347,0,-1.031063199
1996,11,14,2.038120031,0.61688596,0.556449056,1.327502996
1996,11,15,2.367587805,-0.021999512,0.527539611,1.172794146
1996,11,16,2.727267981,-3.872127771,14.41525841,-0.572429895
1996,11,17,0.086368412,-1.824001431,2.143241644,-0.86881651
1996,11,18,-0.722744167,-4.739467621,0.26058957,-2.731105894
1996,11,19,-1.885341763,-3.647457361,0.103461407,-2.766399562
1996,11,20,-1.484218717,-5.950984955,0.569774032,-3.717601836
1996,11,21,-3.890346766,-10.65499496,0,-7.272670865
1996,11,22,-6.279964447,-10.67196274,0,-8.475963593
1996,11,23,-4.148799896,-10.79262924,0,-7.470714569
1996,11,24,-2.992794275,-8.111721039,0.467648923,-5.552257657
1996,11,25,-2.345546961,-6.461513519,0.385640949,-4.40353024
1996,11,26,-2.967983484,-8.764766693,0.47018826,-5.866375089
1996,11,27,-5.956539154,-11.09777451,0,-8.52715683
1996,11,28,-1.896999478,-10.73696518,1.686158657,-6.316982329
1996,11,29,-1.560726285,-6.287502289,1.577817917,-3.924114287
1996,11,30,-1.263637662,-5.562282562,0.624948859,-3.412960112
1996,12,1,-1.356716275,-12.08312607,0.484294415,-6.719921172
1996,12,2,-3.364528894,-11.34103012,7.314200878,-7.352779508
1996,12,3,-5.159420013,-11.05514145,3.911792755,-8.107280731
1996,12,4,-7.074947357,-10.68020248,4.902665615,-8.877574921
1996,12,5,-6.179531097,-9.766201019,2.051911831,-7.972866058
1996,12,6,-6.420040131,-10.07247543,4.419064522,-8.246257782
1996,12,7,-6.742153168,-14.49648666,1.570137978,-10.61931992
1996,12,8,-8.377285004,-12.39904404,1.490623832,-10.38816452
1996,12,9,-7.219356537,-12.04140854,6.468342781,-9.630382538
1996,12,10,-8.600124359,-19.92284775,5.065244198,-14.26148605
1996,12,11,-11.88122177,-17.43366623,8.12918663,-14.657444
1996,12,12,-10.3887291,-18.75284958,2.977083206,-14.57078934
1996,12,13,-11.37807846,-16.80605698,3.770074844,-14.09206772
1996,12,14,-9.858394623,-14.97808456,2.625604868,-12.41823959
1996,12,15,-11.75139999,-16.95556259,2.616024017,-14.35348129
1996,12,16,-10.58172226,-18.84202194,5.88381958,-14.7118721
1996,12,17,-11.05724716,-15.32714462,2.094965458,-13.19219589
1996,12,18,-11.01916122,-17.7843895,1.087725759,-14.40177536
1996,12,19,-11.18166733,-20.94660568,1.33603704,-16.06413651
1996,12,20,-15.54397202,-19.74048996,0.979195595,-17.64223099
1996,12,21,-16.65929794,-22.1948204,1.947061062,-19.42705917
1996,12,22,-18.0996666,-24.46387863,0.863999784,-21.28177261
1996,12,23,-19.12737656,-25.81516647,0.22938019,-22.47127151
1996,12,24,-20.34576035,-30.16462326,0.171576023,-25.2551918
1996,12,25,-18.79832077,-28.84910202,0,-23.8237114
1996,12,26,-16.11931992,-27.5648613,1.013582945,-21.84209061
1996,12,27,-14.17327499,-21.13709641,3.249889374,-17.6551857
1996,12,28,-16.54198837,-27.48475266,0.231838554,-22.01337051
1996,12,29,-18.02009201,-24.91047287,0.827278554,-21.46528244
1996,12,30,-18.78030014,-29.52898788,0,-24.15464401
1996,12,31,-18.30793381,-26.48609543,1.412654877,-22.39701462
1997,1,1,-21.27363205,-28.42118454,0.016753208,-24.84740829
1997,1,2,-20.27041245,-28.18606186,0.32710892,-24.22823715
1997,1,3,-21.88444138,-31.08524704,0,-26.48484421
1997,1,4,-16.57934189,-35.06443405,1.521810293,-25.82188797
1997,1,5,-11.91552353,-27.66833115,4.099038601,-19.79192734
1997,1,6,-19.42663193,-29.96447372,0.972165048,-24.69555283
1997,1,7,-24.25068283,-34.60291672,0,-29.42679977
1997,1,8,-26.13427353,-34.27549362,0,-30.20488358
1997,1,9,-25.94028854,-34.1454277,0,-30.04285812
1997,1,10,-28.16065598,-35.64873886,0,-31.90469742
1997,1,11,-28.14631271,-33.04459763,0,-30.59545517
1997,1,12,-26.17394638,-36.16421127,0,-31.16907883
1997,1,13,-20.76336288,-33.05613327,0,-26.90974808
1997,1,14,-20.05933762,-26.31440353,0.015737623,-23.18687057
1997,1,15,-20.01340866,-29.04786301,0.608718216,-24.53063583
1997,1,16,-18.64805222,-25.12405014,0.811701536,-21.88605118
1997,1,17,-18.58916855,-32.04325485,0,-25.3162117
1997,1,18,-24.0282402,-31.02442551,0,-27.52633286
1997,1,19,-20.97539902,-31.0784111,0.051791858,-26.02690506
1997,1,20,-20.07999802,-25.81522751,0.809136033,-22.94761276
1997,1,21,-21.44393539,-34.75391769,0,-28.09892654
1997,1,22,-25.17335129,-33.46723557,0,-29.32029343
1997,1,23,-23.85393906,-36.29885483,0,-30.07639694
1997,1,24,-20.9516716,-30.43072128,0,-25.69119644
1997,1,25,-11.25103378,-29.64852524,1.577705741,-20.44977951
1997,1,26,-12.14251328,-23.29198837,6.174698353,-17.71725082
1997,1,27,-17.14370346,-31.37989426,0,-24.26179886
1997,1,28,-17.15325546,-32.21966171,0,-24.68645859
1997,1,29,-12.79449081,-22.11507797,3.660959721,-17.45478439
1997,1,30,-13.96468735,-27.39466476,0.563769877,-20.67967606
1997,1,31,-19.44283676,-24.70682907,0,-22.07483292
1997,2,1,-16.18780136,-28.61933517,0,-22.40356827
1997,2,2,-16.08440781,-24.79575729,0,-20.44008255
1997,2,3,-14.63088608,-24.3284111,0.223550469,-19.47964859
1997,2,4,-11.59176254,-22.7271843,2.769732714,-17.15947342
1997,2,5,-13.28191757,-25.01475143,0.071020477,-19.1483345
1997,2,6,-17.89332199,-31.77541733,0,-24.83436966
1997,2,7,-14.88778305,-29.48519516,0,-22.18648911
1997,2,8,-14.55068588,-31.41814804,0,-22.98441696
1997,2,9,-20.42614365,-31.52311325,0,-25.97462845
1997,2,10,-18.34955978,-24.25432968,0.054986805,-21.30194473
1997,2,11,-13.41500473,-32.07264328,0.135377318,-22.74382401
1997,2,12,-11.4479332,-20.50168991,9.027383804,-15.97481155
1997,2,13,-14.1281395,-29.79035568,0.033148766,-21.95924759
1997,2,14,-18.57896042,-27.53669357,0.02571097,-23.057827
1997,2,15,-12.41656113,-28.17269516,1.109119892,-20.29462814
1997,2,16,-12.37746811,-21.8829155,0.913420796,-17.1301918
1997,2,17,-16.22472763,-25.24734116,0.331055701,-20.73603439
1997,2,18,-19.6872673,-25.86333847,0,-22.77530289
1997,2,19,-21.04795456,-31.16093063,0,-26.1044426
1997,2,20,-16.65145493,-35.53168869,0.438631713,-26.09157181
1997,2,21,-15.35445786,-26.58683395,0.647390962,-20.9706459
1997,2,22,-11.27337265,-32.20035934,3.07860899,-21.736866
1997,2,23,-11.57091904,-24.88508224,1.39353621,-18.22800064
1997,2,24,-16.49154282,-25.2963829,0.028089639,-20.89396286
1997,2,25,-17.56939316,-27.11938095,0,-22.34438705
1997,2,26,-17.88103867,-24.24210739,0,-21.06157303
1997,2,27,-17.46198654,-32.97220993,0,-25.21709824
1997,2,28,-8.486934662,-25.46255112,5.702388763,-16.97474289
1997,3,1,-11.34814072,-26.045681,0.285432011,-18.69691086
1997,3,2,-9.314022064,-25.46027756,1.508831024,-17.38714981
1997,3,3,-9.507167816,-15.13741684,0.505154371,-12.32229233
1997,3,4,-7.895870209,-15.14031601,0.031350873,-11.51809311
1997,3,5,-8.140834808,-13.23415756,0.317566097,-10.68749619
1997,3,6,-8.585109711,-21.04677963,0,-14.81594467
1997,3,7,-11.89553452,-23.98167038,0.401752263,-17.93860245
1997,3,8,-12.2550621,-28.36881638,0.808416605,-20.31193924
1997,3,9,-16.77459335,-26.67951584,0,-21.7270546
1997,3,10,-10.80105209,-22.81016159,0.045167729,-16.80560684
1997,3,11,-0.471126705,-21.4698143,3.210305214,-10.9704705
1997,3,12,-0.573146999,-16.07943344,2.345183134,-8.32629022
1997,3,13,-7.687221527,-22.95138168,0.026636768,-15.31930161
1997,3,14,-2.512325525,-26.32452011,2.340640545,-14.41842282
1997,3,15,-14.12511826,-22.99361801,0.840557337,-18.55936813
1997,3,16,-14.7180748,-27.22039413,0.641269088,-20.96923447
1997,3,17,-15.95116806,-25.72896957,0.007596263,-20.84006882
1997,3,18,-11.49746323,-27.5008812,0,-19.49917221
1997,3,19,-5.260372162,-19.49621201,0.744391918,-12.37829208
1997,3,20,-5.130580902,-24.33289719,0.358582318,-14.73173904
1997,3,21,-15.24755478,-25.90949631,0,-20.57852554
1997,3,22,-2.628353357,-29.39049911,0.522639811,-16.00942624
1997,3,23,1.622257113,-18.3029747,3.689998627,-8.340358794
1997,3,24,-6.489376068,-19.13611984,0,-12.81274796
1997,3,25,3.104861975,-13.1529808,11.90487289,-5.024059415
1997,3,26,2.29532218,-11.38128281,7.421806335,-4.542980313
1997,3,27,-3.889400721,-19.30352402,1.666205406,-11.59646237
1997,3,28,-10.12694931,-15.82101059,0.053814881,-12.97397995
1997,3,29,-12.64965439,-19.53399277,0,-16.09182358
1997,3,30,-15.60259628,-22.9499321,0,-19.27626419
1997,3,31,-4.865901947,-26.8982048,2.077419043,-15.88205338
1997,4,1,0.564792454,-11.11071396,4.554685593,-5.272960752
1997,4,2,-2.518490076,-22.40389633,0.61740458,-12.4611932
1997,4,3,-14.1323204,-22.01006699,0,-18.0711937
1997,4,4,-12.62990952,-24.86584091,0,-18.74787521
1997,4,5,-5.649929047,-18.96624374,0,-12.3080864
1997,4,6,-3.742794275,-12.01757431,0,-7.880184293
1997,4,7,-2.404171228,-10.78225327,0,-6.593212247
1997,4,8,-1.379512906,-9.784328461,0.840623975,-5.581920683
1997,4,9,-1.901027799,-13.25231552,0,-7.57667166
1997,4,10,-5.836299896,-13.6460228,0,-9.741161346
1997,4,11,-2.203090906,-16.84991074,0.115627125,-9.526500821
1997,4,12,0.36676392,-8.080410004,1.942925334,-3.856823042
1997,4,13,0.215488285,-15.07110214,1.686237097,-7.427806929
1997,4,14,-0.178493649,-17.34447861,2.113228798,-8.761486128
1997,4,15,-3.042568445,-12.73156357,0.131074071,-7.887066007
1997,4,16,-5.288784027,-10.46505356,0.157548904,-7.876918793
1997,4,17,-4.773036957,-12.18288803,0.305175185,-8.477962494
1997,4,18,-5.666316986,-14.01751328,0,-9.841915131
1997,4,19,-3.163967371,-17.02593613,0,-10.09495175
1997,4,20,-0.780391872,-15.86587143,3.644357443,-8.323131651
1997,4,21,-1.75118649,-12.65981674,0.027601756,-7.205501616
1997,4,22,-3.297481775,-14.14684677,0,-8.722164273
1997,4,23,-2.5025599,-19.09446335,0,-10.79851162
1997,4,24,-0.615902126,-12.63927841,0,-6.627590269
1997,4,25,-2.41247201,-11.8102684,0.044675086,-7.111370206
1997,4,26,-5.326320648,-12.41805649,0.079507984,-8.872188568
1997,4,27,-5.025203705,-13.25716782,0.067206398,-9.14118576
1997,4,28,-2.698086023,-17.38138962,0,-10.03973782
1997,4,29,-0.895351589,-7.493312836,0.375494331,-4.194332212
1997,4,30,-1.545345426,-6.640895844,0.01402904,-4.093120635
1997,5,1,0.169193119,-15.7420311,0.010485566,-7.786418989
1997,5,2,4.609714508,-4.593013763,2.85048461,0.008350372
1997,5,3,3.866000891,-6.051906586,2.801718712,-1.092952847
1997,5,4,0.330081791,-4.003231049,0,-1.836574629
1997,5,5,3.281406164,-5.303890228,1.360848069,-1.011242032
1997,5,6,3.570407629,1.314121127,1.579176426,2.442264378
1997,5,7,3.794162512,-2.799099207,0,0.497531652
1997,5,8,3.264590979,-7.613704681,0,-2.174556851
1997,5,9,7.912876129,-7.785793304,0,0.063541412
1997,5,10,7.732242584,0.299686283,0.166615188,4.015964434
1997,5,11,5.377475739,-4.312953949,0,0.532260895
1997,5,12,10.53055191,-8.406642914,0,1.061954498
1997,5,13,8.937381744,4.203464508,3.424212933,6.570423126
1997,5,14,6.482028961,-0.80398196,2.846510649,2.839023501
1997,5,15,8.211368561,-0.323024899,0,3.944171831
1997,5,16,7.979343414,-3.87932992,0,2.050006747
1997,5,17,8.377628326,-2.971523523,0,2.703052402
1997,5,18,10.24847794,1.602329135,0,5.925403535
1997,5,19,8.612247467,3.737491369,3.166532516,6.174869418
1997,5,20,8.015018463,2.213107824,9.105752945,5.114063144
1997,5,21,9.435367584,0.870242894,0.221721202,5.152805239
1997,5,22,8.640842438,4.809696198,7.381756783,6.725269318
1997,5,23,6.972476959,-2.246944666,0,2.362766147
1997,5,24,11.71905899,-1.601497769,0,5.058780611
1997,5,25,10.88962173,3.769443274,0,7.329532504
1997,5,26,7.568881989,-1.970668912,0.809553027,2.799106538
1997,5,27,15.5387001,1.174747348,1.258847713,8.356723726
1997,5,28,13.07907486,1.440158725,2.141614199,7.259616792
1997,5,29,5.957004547,-0.141262203,0,2.907871172
1997,5,30,8.191257477,-3.428066492,0,2.381595492
1997,5,31,8.317539215,-3.107235193,0.347022712,2.605152011
1997,6,1,9.518894196,4.127109528,1.991723061,6.823001862
1997,6,2,11.54977798,2.789676428,0.647366881,7.169727206
1997,6,3,10.20907974,1.250156283,0,5.729618013
1997,6,4,7.376682281,-3.222866297,0.032378368,2.076907992
1997,6,5,7.805667877,-4.373317719,0,1.716175079
1997,6,6,8.196964264,0.90304929,3.018518448,4.550006777
1997,6,7,9.840702057,-1.405208707,0.192497179,4.217746675
1997,6,8,9.67383194,-0.771755397,0.013531037,4.451038271
1997,6,9,9.198246002,-4.340572357,0.404319853,2.428836823
1997,6,10,10.28601456,2.69375968,3.098015308,6.489887118
1997,6,11,10.51758194,0.805179417,1.74138236,5.661380678
1997,6,12,9.292728424,-1.122768521,0.039581548,4.084979951
1997,6,13,7.020877838,-2.106319666,0.763866663,2.457279086
1997,6,14,12.36011124,0.190921634,2.517692566,6.275516436
1997,6,15,10.90668106,0.962375462,9.739479065,5.934528261
1997,6,16,8.949008942,1.44891727,0.100690633,5.198963106
1997,6,17,16.29764175,-3.435421228,0,6.431110263
1997,6,18,14.30539322,4.808292389,0.086250767,9.556842804
1997,6,19,10.75802994,-1.708736539,0.174871922,4.524646699
1997,6,20,15.05411148,-0.533291042,0.68054533,7.260410219
1997,6,21,18.42691422,7.68844986,2.637979269,13.05768204
1997,6,22,11.9190712,0.635776341,0,6.277423769
1997,6,23,14.64023209,-0.486721188,0.041683979,7.076755449
1997,6,24,13.05832291,1.712558627,3.565764904,7.385440767
1997,6,25,11.05981827,1.712375522,8.294505119,6.386096895
1997,6,26,10.72302628,-0.195644528,7.295211792,5.263690874
1997,6,27,6.856967926,0.54065305,2.621895313,3.698810488
1997,6,28,9.18957901,0.090030521,0.224245906,4.639804766
1997,6,29,12.86990738,-1.106868863,0.057161279,5.881519258
1997,6,30,13.2211647,1.434116244,0,7.327640474
1997,7,1,10.75586319,1.980441928,0,6.368152559
1997,7,2,10.0034523,-0.124477535,0.056775443,4.939487383
1997,7,3,16.76623917,-0.96313113,0.03266643,7.901554018
1997,7,4,15.71628189,6.141941071,0.809766233,10.92911148
1997,7,5,12.32547379,1.251285434,0.023352811,6.78837961
1997,7,6,16.81760025,-0.591182888,0.022770237,8.113208681
1997,7,7,17.57126236,7.990665436,1.512025595,12.7809639
1997,7,8,15.13843155,6.978855133,6.960627556,11.05864334
1997,7,9,13.03662491,0.040988769,0,6.538806839
1997,7,10,14.67319107,1.825351596,0,8.249271333
1997,7,11,15.83624649,2.647159338,0,9.241702914
1997,7,12,18.82245255,5.125766754,0.026987733,11.97410965
1997,7,13,19.64172745,8.785587311,0,14.21365738
1997,7,14,18.19202042,7.358005524,3.662306309,12.77501297
1997,7,15,15.10718155,4.064090729,0,9.585636139
1997,7,16,13.93634415,3.533237219,0,8.734790683
1997,7,17,12.61301041,4.063816071,3.752447128,8.338413239
1997,7,18,13.25323868,4.881931305,0.445430785,9.067584991
1997,7,19,16.02768326,6.717777252,0.04015889,11.37273026
1997,7,20,16.95538712,7.231235504,0,12.09331131
1997,7,21,18.08273697,7.558139801,0.334239632,12.82043839
1997,7,22,24.12277603,9.181095123,0.051098742,16.65193558
1997,7,23,24.94397354,13.8071022,0.207518518,19.37553787
1997,7,24,21.38983536,13.19382095,2.075282574,17.29182816
1997,7,25,18.28238297,11.45871353,6.119633675,14.87054825
1997,7,26,15.89505386,6.543491364,4.511081696,11.21927261
1997,7,27,17.23093033,5.369449615,1.363351226,11.30018997
1997,7,28,15.86594009,5.552433014,9.94934082,10.70918655
1997,7,29,12.72854996,8.898685455,2.873826504,10.81361771
1997,7,30,11.99429703,7.154911041,2.486741304,9.574604034
1997,7,31,13.88016129,7.514377594,4.88315773,10.69726944
1997,8,1,14.07516861,5.501529694,0.392446071,9.788349152
1997,8,2,15.28873062,8.084506989,15.43100548,11.6866188
1997,8,3,15.55438614,6.623538971,0,11.08896255
1997,8,4,15.28180313,6.199985504,6.318344116,10.74089432
1997,8,5,15.92547989,6.002902985,0.914792597,10.96419144
1997,8,6,16.65048599,9.993503571,1.69721365,13.32199478
1997,8,7,17.04611588,8.924900055,1.09519279,12.98550797
1997,8,8,15.58221817,8.942539215,0,12.26237869
1997,8,9,14.68008804,3.707309484,0.633353174,9.193698764
1997,8,10,15.85690689,10.24933243,9.821957588,13.05311966
1997,8,11,14.9379921,6.886631012,3.08031559,10.91231155
1997,8,12,11.54382706,6.453403473,6.828207016,8.998615265
